run_key,family,capacity,policy,seed,status,error,scored_split_label,scored_windows,scored_requests,hits,misses,miss_ratio,evictions,full_trace_requests,full_trace_hits,full_trace_misses,runtime_sec
twemcache|32|mru|none,twemcache,32,mru,,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,370,7822,0.954833984375,7822,50000,2310,47690,0.0931610413827002
twemcache|32|random|0,twemcache,32,random,0,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1801,6391,0.7801513671875,6391,50000,10633,39367,0.09538090694695711
twemcache|32|random|1,twemcache,32,random,1,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1796,6396,0.78076171875,6396,50000,10543,39457,0.06296578468754888
twemcache|32|random|10,twemcache,32,random,10,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1775,6417,0.7833251953125,6417,50000,10561,39439,0.09388358425348997
twemcache|32|random|11,twemcache,32,random,11,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1781,6411,0.7825927734375,6411,50000,10521,39479,0.061972000170499086
twemcache|32|random|12,twemcache,32,random,12,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1806,6386,0.779541015625,6386,50000,10484,39516,0.09269046317785978
twemcache|32|random|13,twemcache,32,random,13,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1777,6415,0.7830810546875,6415,50000,10536,39464,0.06319149117916822
twemcache|32|random|14,twemcache,32,random,14,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1773,6419,0.7835693359375,6419,50000,10524,39476,0.09355450700968504
twemcache|32|random|15,twemcache,32,random,15,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1814,6378,0.778564453125,6378,50000,10506,39494,0.06238908087834716
twemcache|32|random|16,twemcache,32,random,16,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1791,6401,0.7813720703125,6401,50000,10527,39473,0.09137323405593634
twemcache|32|random|17,twemcache,32,random,17,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1789,6403,0.7816162109375,6403,50000,10555,39445,0.06197300599887967
twemcache|32|random|18,twemcache,32,random,18,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1787,6405,0.7818603515625,6405,50000,10547,39453,0.0921425111591816
twemcache|32|random|19,twemcache,32,random,19,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1734,6458,0.788330078125,6458,50000,10466,39534,0.06331132724881172
twemcache|32|random|2,twemcache,32,random,2,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1751,6441,0.7862548828125,6441,50000,10501,39499,0.09390900237485766
twemcache|32|random|3,twemcache,32,random,3,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1798,6394,0.780517578125,6394,50000,10611,39389,0.06305102910846472
twemcache|32|random|4,twemcache,32,random,4,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1761,6431,0.7850341796875,6431,50000,10450,39550,0.061926587019115686
twemcache|32|random|5,twemcache,32,random,5,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1790,6402,0.781494140625,6402,50000,10569,39431,0.09186035068705678
twemcache|32|random|6,twemcache,32,random,6,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1789,6403,0.7816162109375,6403,50000,10544,39456,0.09379981504753232
twemcache|32|random|7,twemcache,32,random,7,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1788,6404,0.78173828125,6404,50000,10536,39464,0.06199053209275007
twemcache|32|random|8,twemcache,32,random,8,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1748,6444,0.78662109375,6444,50000,10533,39467,0.09370423993095756
twemcache|32|random|9,twemcache,32,random,9,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1773,6419,0.7835693359375,6419,50000,10553,39447,0.06233135610818863
twemcache|32|sieve|none,twemcache,32,sieve,,complete,,test,"[[32768, 36863], [40960, 45055]]",8192,1518,6674,0.814697265625,6674,50000,9057,40943,0.11172366421669722
wiki2018|128|lru|none,wiki2018,128,lru,,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.0654981336556375
wiki2018|128|mru|none,wiki2018,128,mru,,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.06404466787353158
wiki2018|128|random|0,wiki2018,128,random,0,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07517781388014555
wiki2018|128|random|1,wiki2018,128,random,1,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11227365210652351
wiki2018|128|random|10,wiki2018,128,random,10,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07507762406021357
wiki2018|128|random|11,wiki2018,128,random,11,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11233716318383813
wiki2018|128|random|12,wiki2018,128,random,12,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07690260792151093
wiki2018|128|random|13,wiki2018,128,random,13,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11461794190108776
wiki2018|128|random|14,wiki2018,128,random,14,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07367271184921265
wiki2018|128|random|15,wiki2018,128,random,15,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07418772298842669
wiki2018|128|random|16,wiki2018,128,random,16,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11202201107516885
wiki2018|128|random|17,wiki2018,128,random,17,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07595897978171706
wiki2018|128|random|18,wiki2018,128,random,18,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11433566780760884
wiki2018|128|random|19,wiki2018,128,random,19,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.0745440199971199
wiki2018|128|random|2,wiki2018,128,random,2,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.08013934409245849
wiki2018|128|random|3,wiki2018,128,random,3,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11783757898956537
wiki2018|128|random|4,wiki2018,128,random,4,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07543127797544003
wiki2018|128|random|5,wiki2018,128,random,5,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07767710089683533
wiki2018|128|random|6,wiki2018,128,random,6,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11261316202580929
wiki2018|128|random|7,wiki2018,128,random,7,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07805881230160594
wiki2018|128|random|8,wiki2018,128,random,8,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11514470167458057
wiki2018|128|random|9,wiki2018,128,random,9,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07557736989110708
wiki2018|128|sieve|none,wiki2018,128,sieve,,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.3228729027323425
wiki2018|32|lru|none,wiki2018,32,lru,,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.10529640922322869
wiki2018|32|mru|none,wiki2018,32,mru,,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.06639218889176846
wiki2018|32|random|0,wiki2018,32,random,0,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11576468590646982
wiki2018|32|random|1,wiki2018,32,random,1,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07660814002156258
wiki2018|32|random|10,wiki2018,32,random,10,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.1114213322289288
wiki2018|32|random|11,wiki2018,32,random,11,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07453032676130533
wiki2018|32|random|12,wiki2018,32,random,12,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11207365710288286
wiki2018|32|random|13,wiki2018,32,random,13,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07438192004337907
wiki2018|32|random|14,wiki2018,32,random,14,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07576635992154479
wiki2018|32|random|15,wiki2018,32,random,15,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.1107028080150485
wiki2018|32|random|16,wiki2018,32,random,16,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07469813618808985
wiki2018|32|random|17,wiki2018,32,random,17,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11494316579774022
wiki2018|32|random|18,wiki2018,32,random,18,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07480146596208215
wiki2018|32|random|19,wiki2018,32,random,19,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.1144891488365829
wiki2018|32|random|2,wiki2018,32,random,2,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11523301200941205
wiki2018|32|random|3,wiki2018,32,random,3,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07569576008245349
wiki2018|32|random|4,wiki2018,32,random,4,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07582314824685454
wiki2018|32|random|5,wiki2018,32,random,5,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11596689093858004
wiki2018|32|random|6,wiki2018,32,random,6,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07769181625917554
wiki2018|32|random|7,wiki2018,32,random,7,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.11173245310783386
wiki2018|32|random|8,wiki2018,32,random,8,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07391976332291961
wiki2018|32|random|9,wiki2018,32,random,9,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.07664580084383488
wiki2018|32|sieve|none,wiki2018,32,sieve,,complete,,test,"[[24576, 28671]]",4096,0,4096,1.0,4096,50000,0,50000,0.14304853091016412
